id,student_id,topic_id,text,timestamp
683,130,10,The examples made this concept easy to understand.,2026-01-15 04:00:00
684,130,11,Need more examples and visual explanations.,2026-01-16 03:00:00
685,130,12,I felt confused by the math behind this topic.,2026-01-18 20:00:00
686,130,15,"Great overview, ready for the next challenge.",2026-01-23 03:00:00
687,130,16,Understood everything on the first try.,2026-01-24 06:00:00
688,131,1,The prerequisites for this concept were tricky for me.,2026-01-23 09:00:00
689,131,2,Clear explanation! Really enjoyed this section.,2026-01-26 16:00:00
690,131,5,The examples made this concept easy to understand.,2026-01-29 21:00:00
691,131,12,Need more examples and visual explanations.,2026-02-07 17:00:00
692,131,14,Good topic structure and smooth difficulty curve.,2026-02-11 13:00:00
693,132,1,Good topic structure and smooth difficulty curve.,2026-01-18 17:00:00
694,132,4,"Great overview, ready for the next challenge.",2026-01-21 23:00:00
695,132,5,Good topic structure and smooth difficulty curve.,2026-01-24 15:00:00
696,132,6,The examples made this concept easy to understand.,2026-01-26 03:00:00
697,132,9,Understood everything on the first try.,2026-01-29 11:00:00
698,132,11,Good topic structure and smooth difficulty curve.,2026-02-02 22:00:00
699,132,12,The prerequisites for this concept were tricky for me.,2026-02-03 23:00:00
700,132,14,Understood everything on the first try.,2026-02-04 17:00:00
701,133,1,"Great overview, ready for the next challenge.",2026-01-26 00:00:00
702,133,2,The examples made this concept easy to understand.,2026-01-27 21:00:00
703,133,3,The examples made this concept easy to understand.,2026-01-28 20:00:00
704,133,5,"Great overview, ready for the next challenge.",2026-01-30 05:00:00
705,133,11,Good topic structure and smooth difficulty curve.,2026-02-06 19:00:00
706,133,12,Good topic structure and smooth difficulty curve.,2026-02-08 01:00:00
707,133,14,Need more examples and visual explanations.,2026-02-11 04:00:00
708,134,2,"Great overview, ready for the next challenge.",2026-01-05 15:00:00
709,134,5,Clear explanation! Really enjoyed this section.,2026-01-11 23:00:00
710,134,7,I had trouble understanding the step-by-step logic.,2026-01-14 03:00:00
711,134,8,Struggled with the quiz questions on this topic.,2026-01-17 13:00:00
712,134,17,Clear explanation! Really enjoyed this section.,2026-02-03 11:00:00
713,135,4,Understood everything on the first try.,2026-01-24 14:00:00
714,135,7,The prerequisites for this concept were tricky for me.,2026-01-30 00:00:00
715,135,8,I felt confused by the math behind this topic.,2026-01-30 22:00:00
716,135,12,I had trouble understanding the step-by-step logic.,2026-02-07 16:00:00
717,135,13,I had trouble understanding the step-by-step logic.,2026-02-08 12:00:00
718,135,14,Good topic structure and smooth difficulty curve.,2026-02-09 06:00:00
719,136,2,"Great overview, ready for the next challenge.",2026-01-13 03:00:00
720,136,3,Clear explanation! Really enjoyed this section.,2026-01-13 16:00:00
721,136,5,Need more examples and visual explanations.,2026-01-15 18:00:00
722,136,6,"Great overview, ready for the next challenge.",2026-01-17 15:00:00
723,136,7,I had trouble understanding the step-by-step logic.,2026-01-20 09:00:00
724,137,5,Understood everything on the first try.,2026-01-16 23:00:00
725,137,8,Understood everything on the first try.,2026-01-21 20:00:00
726,137,9,The prerequisites for this concept were tricky for me.,2026-01-22 20:00:00
727,137,13,The examples made this concept easy to understand.,2026-01-25 19:00:00
728,137,14,Good topic structure and smooth difficulty curve.,2026-01-27 21:00:00
729,137,15,Clear explanation! Really enjoyed this section.,2026-01-29 05:00:00
730,137,16,The prerequisites for this concept were tricky for me.,2026-01-30 19:00:00
731,137,18,The prerequisites for this concept were tricky for me.,2026-02-03 21:00:00
732,137,19,Clear explanation! Really enjoyed this section.,2026-02-05 16:00:00
733,138,1,"Great overview, ready for the next challenge.",2026-01-14 18:00:00
734,138,7,The prerequisites for this concept were tricky for me.,2026-01-24 13:00:00
735,139,1,Need more examples and visual explanations.,2026-01-15 10:00:00
736,139,4,Understood everything on the first try.,2026-01-18 02:00:00
737,139,5,Need more examples and visual explanations.,2026-01-18 23:00:00
738,139,8,Understood everything on the first try.,2026-01-21 23:00:00
739,140,3,Clear explanation! Really enjoyed this section.,2026-01-27 14:00:00
740,140,8,Clear explanation! Really enjoyed this section.,2026-02-06 12:00:00
741,140,10,I felt confused by the math behind this topic.,2026-02-09 02:00:00
742,140,11,The examples made this concept easy to understand.,2026-02-09 09:00:00
743,140,12,I had trouble understanding the step-by-step logic.,2026-02-10 22:00:00
744,141,2,Good topic structure and smooth difficulty curve.,2026-01-11 00:00:00
745,141,5,Good topic structure and smooth difficulty curve.,2026-01-17 16:00:00
746,141,6,The examples made this concept easy to understand.,2026-01-18 08:00:00
747,141,7,Need more examples and visual explanations.,2026-01-19 11:00:00
748,141,11,I had trouble understanding the step-by-step logic.,2026-01-23 03:00:00
749,142,1,Good topic structure and smooth difficulty curve.,2026-01-18 16:00:00
750,142,2,Clear explanation! Really enjoyed this section.,2026-01-20 15:00:00
751,142,7,Good topic structure and smooth difficulty curve.,2026-01-27 09:00:00
752,142,12,Clear explanation! Really enjoyed this section.,2026-02-08 13:00:00
753,143,1,Good topic structure and smooth difficulty curve.,2026-01-14 09:00:00
754,144,1,Good topic structure and smooth difficulty curve.,2026-01-09 16:00:00
755,144,3,Good topic structure and smooth difficulty curve.,2026-01-12 06:00:00
756,144,6,"Great overview, ready for the next challenge.",2026-01-19 00:00:00
757,144,8,The examples made this concept easy to understand.,2026-01-22 05:00:00
758,144,11,I felt confused by the math behind this topic.,2026-01-25 01:00:00
759,144,13,I had trouble understanding the step-by-step logic.,2026-01-27 09:00:00
760,144,14,"Great overview, ready for the next challenge.",2026-01-31 01:00:00
761,144,19,I felt confused by the math behind this topic.,2026-02-08 18:00:00
762,145,1,Understood everything on the first try.,2026-01-19 07:00:00
763,145,2,Understood everything on the first try.,2026-01-19 11:00:00
764,145,7,"Great overview, ready for the next challenge.",2026-01-27 07:00:00
765,145,10,Clear explanation! Really enjoyed this section.,2026-01-30 22:00:00
766,145,11,I felt confused by the math behind this topic.,2026-02-01 05:00:00
767,146,1,Good topic structure and smooth difficulty curve.,2026-01-10 11:00:00
768,146,4,The examples made this concept easy to understand.,2026-01-15 05:00:00
769,146,5,The examples made this concept easy to understand.,2026-01-19 13:00:00
770,146,7,"Great overview, ready for the next challenge.",2026-01-20 17:00:00
771,146,12,Good topic structure and smooth difficulty curve.,2026-01-24 20:00:00
772,146,15,Good topic structure and smooth difficulty curve.,2026-01-29 07:00:00
773,147,1,Clear explanation! Really enjoyed this section.,2026-01-13 06:00:00
774,147,3,Need more examples and visual explanations.,2026-01-16 06:00:00
775,147,6,Clear explanation! Really enjoyed this section.,2026-01-18 12:00:00
776,147,7,Need more examples and visual explanations.,2026-01-18 21:00:00
777,147,8,"Great overview, ready for the next challenge.",2026-01-20 00:00:00
778,147,9,Clear explanation! Really enjoyed this section.,2026-01-21 03:00:00
779,147,12,I felt confused by the math behind this topic.,2026-01-24 23:00:00
780,147,15,The prerequisites for this concept were tricky for me.,2026-01-27 23:00:00
781,147,16,Clear explanation! Really enjoyed this section.,2026-01-29 22:00:00
782,148,1,Struggled with the quiz questions on this topic.,2026-01-07 10:00:00
783,148,4,Understood everything on the first try.,2026-01-14 09:00:00
784,148,5,Understood everything on the first try.,2026-01-18 03:00:00
785,148,6,The examples made this concept easy to understand.,2026-01-18 13:00:00
786,148,7,Need more examples and visual explanations.,2026-01-20 18:00:00
787,148,9,The examples made this concept easy to understand.,2026-01-24 11:00:00
788,148,10,I felt confused by the math behind this topic.,2026-01-24 22:00:00
789,148,11,I had trouble understanding the step-by-step logic.,2026-01-25 21:00:00
790,148,16,"Great overview, ready for the next challenge.",2026-02-04 20:00:00
791,149,8,"Great overview, ready for the next challenge.",2026-02-01 03:00:00
792,149,14,Need more examples and visual explanations.,2026-02-09 07:00:00
793,149,16,The prerequisites for this concept were tricky for me.,2026-02-11 08:00:00
794,150,8,Good topic structure and smooth difficulty curve.,2026-02-02 14:00:00
795,150,11,Good topic structure and smooth difficulty curve.,2026-02-06 21:00:00
796,150,13,Understood everything on the first try.,2026-02-09 06:00:00
797,150,17,Understood everything on the first try.,2026-02-17 19:00:00
798,151,2,"Great overview, ready for the next challenge.",2026-01-11 21:00:00
799,151,6,I felt confused by the math behind this topic.,2026-01-17 14:00:00
800,152,2,Good topic structure and smooth difficulty curve.,2026-01-06 13:00:00
801,152,3,Good topic structure and smooth difficulty curve.,2026-01-06 21:00:00
802,152,4,Clear explanation! Really enjoyed this section.,2026-01-08 15:00:00
803,152,11,Clear explanation! Really enjoyed this section.,2026-01-17 09:00:00
804,152,13,Understood everything on the first try.,2026-01-19 09:00:00
805,152,14,The prerequisites for this concept were tricky for me.,2026-01-20 08:00:00
806,153,1,Clear explanation! Really enjoyed this section.,2026-01-24 06:00:00
807,153,3,Struggled with the quiz questions on this topic.,2026-01-27 12:00:00
808,153,8,The prerequisites for this concept were tricky for me.,2026-01-31 14:00:00
809,153,10,The examples made this concept easy to understand.,2026-02-03 06:00:00
810,153,11,"Great overview, ready for the next challenge.",2026-02-03 15:00:00
811,153,16,I had trouble understanding the step-by-step logic.,2026-02-11 17:00:00
812,153,18,Struggled with the quiz questions on this topic.,2026-02-14 22:00:00
813,153,19,The examples made this concept easy to understand.,2026-02-17 17:00:00
814,154,1,The examples made this concept easy to understand.,2026-02-01 16:00:00
815,154,9,The prerequisites for this concept were tricky for me.,2026-02-11 12:00:00
816,154,10,Clear explanation! Really enjoyed this section.,2026-02-14 14:00:00
817,155,6,"Great overview, ready for the next challenge.",2026-02-04 20:00:00
818,155,15,I felt confused by the math behind this topic.,2026-02-21 17:00:00
819,156,1,Good topic structure and smooth difficulty curve.,2026-02-01 05:00:00
820,156,2,Good topic structure and smooth difficulty curve.,2026-02-01 15:00:00
821,156,3,Clear explanation! Really enjoyed this section.,2026-02-02 12:00:00
822,156,8,Struggled with the quiz questions on this topic.,2026-02-07 12:00:00
823,156,9,"Great overview, ready for the next challenge.",2026-02-08 23:00:00
824,156,12,Good topic structure and smooth difficulty curve.,2026-02-14 23:00:00
825,156,13,The examples made this concept easy to understand.,2026-02-16 20:00:00
826,156,15,Good topic structure and smooth difficulty curve.,2026-02-19 10:00:00
827,156,16,I felt confused by the math behind this topic.,2026-02-21 23:00:00
828,156,18,"Great overview, ready for the next challenge.",2026-02-24 12:00:00
829,157,2,"Great overview, ready for the next challenge.",2026-01-22 22:00:00
830,157,7,Need more examples and visual explanations.,2026-02-02 08:00:00
831,157,13,I felt confused by the math behind this topic.,2026-02-15 15:00:00
832,157,14,Need more examples and visual explanations.,2026-02-16 01:00:00
833,158,2,Need more examples and visual explanations.,2026-01-13 03:00:00
834,158,6,The examples made this concept easy to understand.,2026-01-19 02:00:00
835,158,15,Good topic structure and smooth difficulty curve.,2026-02-01 03:00:00
836,159,4,Struggled with the quiz questions on this topic.,2026-01-08 18:00:00
837,159,7,Understood everything on the first try.,2026-01-13 12:00:00
838,159,9,Clear explanation! Really enjoyed this section.,2026-01-16 01:00:00
839,159,14,"Great overview, ready for the next challenge.",2026-01-23 00:00:00
840,160,2,I had trouble understanding the step-by-step logic.,2026-01-24 19:00:00
841,160,4,Clear explanation! Really enjoyed this section.,2026-01-28 14:00:00
842,160,6,Clear explanation! Really enjoyed this section.,2026-02-01 15:00:00
843,160,10,Need more examples and visual explanations.,2026-02-10 03:00:00
844,160,11,I had trouble understanding the step-by-step logic.,2026-02-11 17:00:00
845,160,15,I felt confused by the math behind this topic.,2026-02-18 17:00:00
846,161,1,I felt confused by the math behind this topic.,2026-01-25 09:00:00
847,161,3,Understood everything on the first try.,2026-01-30 07:00:00
848,161,5,I had trouble understanding the step-by-step logic.,2026-02-02 18:00:00
849,161,6,The examples made this concept easy to understand.,2026-02-03 02:00:00
850,161,7,The prerequisites for this concept were tricky for me.,2026-02-05 02:00:00
851,161,12,The prerequisites for this concept were tricky for me.,2026-02-14 04:00:00
852,162,1,The examples made this concept easy to understand.,2026-01-31 14:00:00
853,162,2,Understood everything on the first try.,2026-02-02 06:00:00
854,162,5,The examples made this concept easy to understand.,2026-02-07 01:00:00
855,162,7,Good topic structure and smooth difficulty curve.,2026-02-09 18:00:00
856,162,8,The examples made this concept easy to understand.,2026-02-10 12:00:00
857,162,10,The examples made this concept easy to understand.,2026-02-13 02:00:00
858,162,11,I felt confused by the math behind this topic.,2026-02-14 02:00:00
859,163,2,Good topic structure and smooth difficulty curve.,2026-01-12 17:00:00
860,163,5,Need more examples and visual explanations.,2026-01-16 04:00:00
861,163,7,I felt confused by the math behind this topic.,2026-01-20 15:00:00
862,163,8,Good topic structure and smooth difficulty curve.,2026-01-22 00:00:00
863,163,10,Clear explanation! Really enjoyed this section.,2026-01-25 13:00:00
864,163,14,Need more examples and visual explanations.,2026-02-04 05:00:00
865,164,7,Need more examples and visual explanations.,2026-01-13 11:00:00
866,164,10,Clear explanation! Really enjoyed this section.,2026-01-20 11:00:00
867,164,12,Clear explanation! Really enjoyed this section.,2026-01-25 01:00:00
868,164,16,Need more examples and visual explanations.,2026-01-28 16:00:00
869,164,19,Need more examples and visual explanations.,2026-02-06 00:00:00
870,165,3,Need more examples and visual explanations.,2026-01-25 06:00:00
871,165,4,Good topic structure and smooth difficulty curve.,2026-01-29 11:00:00
872,165,5,Clear explanation! Really enjoyed this section.,2026-01-30 10:00:00
873,165,7,Struggled with the quiz questions on this topic.,2026-02-02 00:00:00
874,165,10,Good topic structure and smooth difficulty curve.,2026-02-04 10:00:00
875,165,14,Struggled with the quiz questions on this topic.,2026-02-10 14:00:00
876,165,15,Clear explanation! Really enjoyed this section.,2026-02-12 11:00:00
877,165,17,"Great overview, ready for the next challenge.",2026-02-15 00:00:00
878,166,11,Struggled with the quiz questions on this topic.,2026-02-04 19:00:00
879,167,3,The examples made this concept easy to understand.,2026-01-21 20:00:00
880,167,4,Good topic structure and smooth difficulty curve.,2026-01-26 03:00:00
881,167,5,The prerequisites for this concept were tricky for me.,2026-01-27 23:00:00
882,167,6,"Great overview, ready for the next challenge.",2026-01-29 15:00:00
883,167,7,Good topic structure and smooth difficulty curve.,2026-01-31 05:00:00
884,167,10,Clear explanation! Really enjoyed this section.,2026-02-05 13:00:00
885,167,11,Understood everything on the first try.,2026-02-06 07:00:00
886,168,2,Good topic structure and smooth difficulty curve.,2026-02-03 16:00:00
887,168,4,I had trouble understanding the step-by-step logic.,2026-02-05 17:00:00
888,169,1,Clear explanation! Really enjoyed this section.,2026-01-26 17:00:00
889,169,3,Clear explanation! Really enjoyed this section.,2026-01-28 08:00:00
890,169,6,Good topic structure and smooth difficulty curve.,2026-01-30 10:00:00
891,169,8,"Great overview, ready for the next challenge.",2026-02-02 15:00:00
892,169,9,Good topic structure and smooth difficulty curve.,2026-02-02 20:00:00
893,169,11,"Great overview, ready for the next challenge.",2026-02-05 03:00:00
894,170,4,Understood everything on the first try.,2026-02-05 16:00:00
895,170,8,Understood everything on the first try.,2026-02-11 06:00:00
896,170,10,"Great overview, ready for the next challenge.",2026-02-14 14:00:00
897,170,12,The examples made this concept easy to understand.,2026-02-19 08:00:00
898,170,13,Understood everything on the first try.,2026-02-20 06:00:00
899,170,16,The prerequisites for this concept were tricky for me.,2026-03-03 10:00:00
900,171,1,The prerequisites for this concept were tricky for me.,2026-01-29 04:00:00
901,171,2,Need more examples and visual explanations.,2026-01-31 03:00:00
902,171,5,Clear explanation! Really enjoyed this section.,2026-02-07 09:00:00
903,171,10,Clear explanation! Really enjoyed this section.,2026-02-24 03:00:00
904,171,15,Struggled with the quiz questions on this topic.,2026-03-06 09:00:00
905,171,17,Struggled with the quiz questions on this topic.,2026-03-11 03:00:00
906,172,5,Understood everything on the first try.,2026-01-18 06:00:00
907,172,8,Clear explanation! Really enjoyed this section.,2026-01-21 20:00:00
908,172,10,The examples made this concept easy to understand.,2026-01-25 05:00:00
909,172,12,Good topic structure and smooth difficulty curve.,2026-01-27 18:00:00
910,172,18,Struggled with the quiz questions on this topic.,2026-02-07 13:00:00
911,173,1,Understood everything on the first try.,2026-01-26 19:00:00
912,173,3,Clear explanation! Really enjoyed this section.,2026-01-29 20:00:00
913,173,11,The examples made this concept easy to understand.,2026-02-12 10:00:00
914,173,13,"Great overview, ready for the next challenge.",2026-02-14 15:00:00
915,174,7,"Great overview, ready for the next challenge.",2026-02-02 16:00:00
916,174,8,The examples made this concept easy to understand.,2026-02-03 20:00:00
917,174,9,Good topic structure and smooth difficulty curve.,2026-02-07 03:00:00
918,175,3,"Great overview, ready for the next challenge.",2026-01-16 01:00:00
919,175,4,I had trouble understanding the step-by-step logic.,2026-01-16 10:00:00
920,175,8,Need more examples and visual explanations.,2026-01-22 15:00:00
921,175,10,"Great overview, ready for the next challenge.",2026-01-26 03:00:00
922,175,11,The prerequisites for this concept were tricky for me.,2026-01-26 23:00:00
923,176,3,Understood everything on the first try.,2026-01-25 13:00:00
924,176,5,"Great overview, ready for the next challenge.",2026-01-30 14:00:00
925,176,6,Good topic structure and smooth difficulty curve.,2026-02-01 11:00:00
926,176,9,The examples made this concept easy to understand.,2026-02-06 16:00:00
927,177,4,Need more examples and visual explanations.,2026-01-18 02:00:00
928,177,6,Struggled with the quiz questions on this topic.,2026-01-20 13:00:00
929,177,7,The prerequisites for this concept were tricky for me.,2026-01-21 22:00:00
930,177,11,The examples made this concept easy to understand.,2026-01-24 22:00:00
931,177,15,Understood everything on the first try.,2026-01-31 14:00:00
932,177,16,The prerequisites for this concept were tricky for me.,2026-02-02 03:00:00
933,177,18,Good topic structure and smooth difficulty curve.,2026-02-05 23:00:00
934,178,1,The prerequisites for this concept were tricky for me.,2026-01-20 18:00:00
935,178,8,Good topic structure and smooth difficulty curve.,2026-02-07 15:00:00
936,178,9,"Great overview, ready for the next challenge.",2026-02-08 12:00:00
937,178,10,"Great overview, ready for the next challenge.",2026-02-10 11:00:00
938,178,12,I had trouble understanding the step-by-step logic.,2026-02-13 05:00:00
939,178,13,I felt confused by the math behind this topic.,2026-02-14 06:00:00
940,179,3,The prerequisites for this concept were tricky for me.,2026-01-23 12:00:00
941,179,7,Clear explanation! Really enjoyed this section.,2026-01-29 13:00:00
942,179,9,I felt confused by the math behind this topic.,2026-02-01 13:00:00
943,179,12,The prerequisites for this concept were tricky for me.,2026-02-08 02:00:00
944,180,4,Good topic structure and smooth difficulty curve.,2026-01-14 04:00:00
945,180,7,Need more examples and visual explanations.,2026-01-18 03:00:00
946,180,8,Good topic structure and smooth difficulty curve.,2026-01-18 14:00:00
947,180,13,I felt confused by the math behind this topic.,2026-01-24 19:00:00
948,180,16,The prerequisites for this concept were tricky for me.,2026-01-28 16:00:00
949,181,3,I felt confused by the math behind this topic.,2026-01-18 20:00:00
950,181,17,Struggled with the quiz questions on this topic.,2026-02-16 07:00:00
951,182,1,Understood everything on the first try.,2026-01-22 09:00:00
952,182,3,Struggled with the quiz questions on this topic.,2026-01-24 21:00:00
953,182,8,Good topic structure and smooth difficulty curve.,2026-01-29 23:00:00
954,182,11,Good topic structure and smooth difficulty curve.,2026-02-02 13:00:00
955,183,2,"Great overview, ready for the next challenge.",2026-01-28 22:00:00
956,183,4,Good topic structure and smooth difficulty curve.,2026-02-02 19:00:00
957,183,5,I had trouble understanding the step-by-step logic.,2026-02-03 20:00:00
958,183,7,I had trouble understanding the step-by-step logic.,2026-02-06 01:00:00
959,183,9,The examples made this concept easy to understand.,2026-02-10 22:00:00
960,183,10,"Great overview, ready for the next challenge.",2026-02-12 12:00:00
961,183,13,Struggled with the quiz questions on this topic.,2026-02-21 16:00:00
962,183,14,The prerequisites for this concept were tricky for me.,2026-02-21 22:00:00
963,183,17,Clear explanation! Really enjoyed this section.,2026-02-25 09:00:00
964,183,18,I had trouble understanding the step-by-step logic.,2026-02-27 07:00:00
965,184,5,The examples made this concept easy to understand.,2026-01-24 03:00:00
966,184,6,Struggled with the quiz questions on this topic.,2026-01-26 18:00:00
967,184,10,Need more examples and visual explanations.,2026-02-02 21:00:00
968,184,13,The prerequisites for this concept were tricky for me.,2026-02-06 19:00:00
969,185,3,"Great overview, ready for the next challenge.",2026-01-21 13:00:00
970,185,4,Understood everything on the first try.,2026-01-22 14:00:00
971,185,5,I felt confused by the math behind this topic.,2026-01-24 09:00:00
972,185,8,Understood everything on the first try.,2026-01-28 21:00:00
973,186,1,I had trouble understanding the step-by-step logic.,2026-01-30 11:00:00
974,186,2,Clear explanation! Really enjoyed this section.,2026-01-30 22:00:00
975,186,9,Good topic structure and smooth difficulty curve.,2026-02-13 04:00:00
976,186,12,The examples made this concept easy to understand.,2026-02-17 01:00:00
977,187,2,Need more examples and visual explanations.,2026-01-06 17:00:00
978,187,4,Struggled with the quiz questions on this topic.,2026-01-08 21:00:00
979,187,5,I felt confused by the math behind this topic.,2026-01-09 13:00:00
980,187,11,I had trouble understanding the step-by-step logic.,2026-01-26 08:00:00
981,187,12,The prerequisites for this concept were tricky for me.,2026-01-29 11:00:00
982,188,1,"Great overview, ready for the next challenge.",2026-01-17 23:00:00
983,188,2,Struggled with the quiz questions on this topic.,2026-01-18 13:00:00
984,188,5,The prerequisites for this concept were tricky for me.,2026-01-25 15:00:00
985,188,7,I had trouble understanding the step-by-step logic.,2026-01-28 21:00:00
986,188,12,Understood everything on the first try.,2026-02-06 04:00:00
987,189,1,"Great overview, ready for the next challenge.",2026-01-13 23:00:00
988,189,4,Good topic structure and smooth difficulty curve.,2026-01-16 20:00:00
989,189,6,"Great overview, ready for the next challenge.",2026-01-20 10:00:00
990,189,8,Need more examples and visual explanations.,2026-01-22 12:00:00
991,189,11,Struggled with the quiz questions on this topic.,2026-01-27 21:00:00
992,190,1,Clear explanation! Really enjoyed this section.,2026-01-26 00:00:00
993,190,10,"Great overview, ready for the next challenge.",2026-02-06 05:00:00
994,190,11,Understood everything on the first try.,2026-02-07 03:00:00
995,190,12,Clear explanation! Really enjoyed this section.,2026-02-07 10:00:00
996,191,1,"Great overview, ready for the next challenge.",2026-01-15 21:00:00
997,191,4,Clear explanation! Really enjoyed this section.,2026-01-20 01:00:00
998,192,3,I had trouble understanding the step-by-step logic.,2026-02-03 07:00:00
999,192,9,I felt confused by the math behind this topic.,2026-02-14 08:00:00
1000,192,11,I felt confused by the math behind this topic.,2026-02-16 11:00:00
1001,193,2,The examples made this concept easy to understand.,2026-01-24 01:00:00
1002,193,3,"Great overview, ready for the next challenge.",2026-01-26 01:00:00
1003,193,16,I felt confused by the math behind this topic.,2026-02-17 18:00:00
1004,193,18,I had trouble understanding the step-by-step logic.,2026-02-20 04:00:00
1005,194,2,Good topic structure and smooth difficulty curve.,2026-02-04 03:00:00
1006,194,7,Understood everything on the first try.,2026-02-11 02:00:00
1007,194,10,Clear explanation! Really enjoyed this section.,2026-02-14 10:00:00
1008,194,11,Clear explanation! Really enjoyed this section.,2026-02-15 17:00:00
1009,194,13,I had trouble understanding the step-by-step logic.,2026-02-19 04:00:00
1010,195,3,Good topic structure and smooth difficulty curve.,2026-02-06 18:00:00
1011,195,10,"Great overview, ready for the next challenge.",2026-02-20 20:00:00
1012,195,15,Struggled with the quiz questions on this topic.,2026-03-04 15:00:00
1013,196,5,"Great overview, ready for the next challenge.",2026-02-05 10:00:00
1014,196,9,I had trouble understanding the step-by-step logic.,2026-02-08 15:00:00
1015,197,1,Clear explanation! Really enjoyed this section.,2026-01-14 20:00:00
1016,197,2,The prerequisites for this concept were tricky for me.,2026-01-20 00:00:00
1017,197,3,I had trouble understanding the step-by-step logic.,2026-01-20 23:00:00
1018,197,4,Clear explanation! Really enjoyed this section.,2026-01-22 16:00:00
1019,197,5,Struggled with the quiz questions on this topic.,2026-01-23 20:00:00
1020,197,10,I had trouble understanding the step-by-step logic.,2026-02-01 14:00:00
1021,197,12,I had trouble understanding the step-by-step logic.,2026-02-05 08:00:00
1022,197,13,I felt confused by the math behind this topic.,2026-02-07 03:00:00
1023,197,15,Clear explanation! Really enjoyed this section.,2026-02-10 02:00:00
1024,197,16,The prerequisites for this concept were tricky for me.,2026-02-11 20:00:00
1025,197,17,Struggled with the quiz questions on this topic.,2026-02-14 19:00:00
1026,197,18,I had trouble understanding the step-by-step logic.,2026-02-15 22:00:00
1027,197,19,Struggled with the quiz questions on this topic.,2026-02-16 07:00:00
1028,197,20,I felt confused by the math behind this topic.,2026-02-19 06:00:00
1029,198,4,The prerequisites for this concept were tricky for me.,2026-02-04 02:00:00
1030,198,6,Clear explanation! Really enjoyed this section.,2026-02-09 06:00:00
1031,198,10,Clear explanation! Really enjoyed this section.,2026-02-20 21:00:00
1032,199,2,The prerequisites for this concept were tricky for me.,2026-01-31 23:00:00
1033,199,6,The prerequisites for this concept were tricky for me.,2026-02-05 01:00:00
1034,199,9,"Great overview, ready for the next challenge.",2026-02-13 14:00:00
1035,199,12,I felt confused by the math behind this topic.,2026-02-18 04:00:00
1036,199,13,I felt confused by the math behind this topic.,2026-02-19 20:00:00
1037,200,3,Good topic structure and smooth difficulty curve.,2026-01-29 11:00:00
1038,200,6,The prerequisites for this concept were tricky for me.,2026-02-04 05:00:00
1039,200,8,The prerequisites for this concept were tricky for me.,2026-02-08 13:00:00
1040,200,10,The prerequisites for this concept were tricky for me.,2026-02-13 01:00:00
1041,200,13,Need more examples and visual explanations.,2026-02-16 13:00:00
1042,200,14,Struggled with the quiz questions on this topic.,2026-02-17 11:00:00
1043,201,3,"Great overview, ready for the next challenge.",2026-01-08 18:00:00
1044,201,6,Clear explanation! Really enjoyed this section.,2026-01-14 21:00:00
1045,201,7,Need more examples and visual explanations.,2026-01-15 02:00:00
1046,201,10,Understood everything on the first try.,2026-01-18 14:00:00
1047,201,11,The examples made this concept easy to understand.,2026-01-21 18:00:00
1048,201,17,I had trouble understanding the step-by-step logic.,2026-02-03 00:00:00
1049,201,18,Understood everything on the first try.,2026-02-06 15:00:00
1050,202,5,I felt confused by the math behind this topic.,2026-02-04 23:00:00
1051,202,11,"Great overview, ready for the next challenge.",2026-02-13 19:00:00
1052,202,14,"Great overview, ready for the next challenge.",2026-02-16 08:00:00
1053,202,16,I had trouble understanding the step-by-step logic.,2026-02-19 08:00:00
1054,202,18,The prerequisites for this concept were tricky for me.,2026-02-21 17:00:00
1055,203,4,"Great overview, ready for the next challenge.",2026-01-16 10:00:00
1056,203,6,Good topic structure and smooth difficulty curve.,2026-01-18 01:00:00
1057,203,10,Good topic structure and smooth difficulty curve.,2026-01-20 20:00:00
1058,203,14,Clear explanation! Really enjoyed this section.,2026-01-28 09:00:00
1059,204,3,Good topic structure and smooth difficulty curve.,2026-01-26 18:00:00
1060,204,5,The prerequisites for this concept were tricky for me.,2026-01-30 13:00:00
1061,204,13,The examples made this concept easy to understand.,2026-02-13 17:00:00
1062,204,15,I felt confused by the math behind this topic.,2026-02-16 15:00:00
1063,204,17,I had trouble understanding the step-by-step logic.,2026-02-21 15:00:00
1064,205,3,"Great overview, ready for the next challenge.",2026-01-24 12:00:00
1065,205,6,Clear explanation! Really enjoyed this section.,2026-01-28 10:00:00
1066,205,8,Clear explanation! Really enjoyed this section.,2026-02-03 19:00:00
1067,205,10,Understood everything on the first try.,2026-02-08 05:00:00
1068,205,11,Understood everything on the first try.,2026-02-09 01:00:00
1069,206,3,Understood everything on the first try.,2026-01-09 13:00:00
1070,206,4,"Great overview, ready for the next challenge.",2026-01-10 01:00:00
1071,206,8,I had trouble understanding the step-by-step logic.,2026-01-17 19:00:00
1072,206,14,Good topic structure and smooth difficulty curve.,2026-01-25 06:00:00
1073,206,15,Clear explanation! Really enjoyed this section.,2026-01-27 00:00:00
1074,207,7,The examples made this concept easy to understand.,2026-01-19 16:00:00
1075,207,8,The examples made this concept easy to understand.,2026-01-20 14:00:00
1076,207,13,"Great overview, ready for the next challenge.",2026-01-24 20:00:00
1077,208,1,Understood everything on the first try.,2026-01-08 10:00:00
1078,208,2,I felt confused by the math behind this topic.,2026-01-09 01:00:00
1079,208,4,The examples made this concept easy to understand.,2026-01-15 09:00:00
