id,student_id,topic_id,score,time_spent,attempts,timestamp
3123,139,8,98.3,100,1,2026-01-21 23:00:00
3124,139,9,40.7,79,1,2026-01-22 19:00:00
3125,139,10,70.1,114,1,2026-01-24 17:00:00
3126,139,11,57.9,72,1,2026-01-26 17:00:00
3127,139,12,96.3,124,1,2026-01-28 09:00:00
3128,139,12,32.1,55,2,2026-01-29 07:00:00
3129,139,12,35.3,98,3,2026-01-31 04:00:00
3130,140,1,65.1,119,1,2026-01-25 08:00:00
3131,140,2,45.7,94,1,2026-01-25 16:00:00
3132,140,3,95.9,118,1,2026-01-27 14:00:00
3133,140,4,63.6,135,1,2026-01-27 19:00:00
3134,140,5,60.9,65,1,2026-01-28 23:00:00
3135,140,6,45.2,120,1,2026-01-30 07:00:00
3136,140,7,76.2,60,1,2026-02-01 03:00:00
3137,140,7,97.5,90,2,2026-02-03 02:00:00
3138,140,7,66.6,142,3,2026-02-04 17:00:00
3139,140,8,96.0,98,1,2026-02-06 12:00:00
3140,140,9,73.3,86,1,2026-02-07 13:00:00
3141,140,10,53.0,106,1,2026-02-09 02:00:00
3142,140,11,71.9,151,1,2026-02-09 09:00:00
3143,140,12,34.1,73,1,2026-02-10 22:00:00
3144,141,1,89.2,88,1,2026-01-09 16:00:00
3145,141,2,95.2,139,1,2026-01-11 00:00:00
3146,141,3,56.2,147,1,2026-01-12 09:00:00
3147,141,4,72.8,107,1,2026-01-14 09:00:00
3148,141,4,50.6,85,2,2026-01-15 16:00:00
3149,141,5,59.4,151,1,2026-01-17 00:00:00
3150,141,5,72.0,141,2,2026-01-17 16:00:00
3151,141,6,89.3,123,1,2026-01-18 08:00:00
3152,141,7,69.4,93,1,2026-01-19 11:00:00
3153,141,8,97.2,109,1,2026-01-20 00:00:00
3154,141,9,40.7,106,1,2026-01-21 01:00:00
3155,141,10,93.7,116,1,2026-01-21 17:00:00
3156,141,11,47.2,139,1,2026-01-23 03:00:00
3157,141,12,73.8,127,1,2026-01-23 10:00:00
3158,141,12,77.2,88,2,2026-01-24 17:00:00
3159,141,12,52.5,137,3,2026-01-24 21:00:00
3160,141,13,63.7,116,1,2026-01-26 12:00:00
3161,141,14,50.0,123,1,2026-01-26 23:00:00
3162,141,15,93.4,139,1,2026-01-28 03:00:00
3163,141,15,71.4,87,2,2026-01-28 12:00:00
3164,141,15,78.7,109,3,2026-01-29 04:00:00
3165,142,1,84.1,79,1,2026-01-14 22:00:00
3166,142,1,88.9,58,2,2026-01-16 21:00:00
3167,142,1,93.2,96,3,2026-01-18 16:00:00
3168,142,2,95.6,140,1,2026-01-20 15:00:00
3169,142,3,98.1,53,1,2026-01-21 18:00:00
3170,142,4,98.7,89,1,2026-01-23 03:00:00
3171,142,5,48.3,102,1,2026-01-24 22:00:00
3172,142,6,93.7,92,1,2026-01-25 09:00:00
3173,142,7,72.1,87,1,2026-01-27 09:00:00
3174,142,8,87.2,64,1,2026-01-28 14:00:00
3175,142,9,78.7,94,1,2026-01-29 07:00:00
3176,142,9,53.9,74,2,2026-01-30 18:00:00
3177,142,9,72.7,46,3,2026-01-31 23:00:00
3178,142,10,78.5,113,1,2026-02-02 19:00:00
3179,142,10,99.8,109,2,2026-02-03 12:00:00
3180,142,11,81.8,91,1,2026-02-05 01:00:00
3181,142,12,70.1,94,1,2026-02-06 23:00:00
3182,142,12,71.5,111,2,2026-02-08 13:00:00
3183,142,13,41.2,94,1,2026-02-10 04:00:00
3184,142,14,57.8,108,1,2026-02-10 11:00:00
3185,142,14,66.3,84,2,2026-02-11 17:00:00
3186,142,14,32.3,116,3,2026-02-12 02:00:00
3187,142,15,85.6,96,1,2026-02-12 10:00:00
3188,142,16,69.2,93,1,2026-02-13 01:00:00
3189,142,17,53.9,64,1,2026-02-14 15:00:00
3190,143,1,82.5,95,1,2026-01-12 18:00:00
3191,143,1,86.0,73,2,2026-01-14 00:00:00
3192,143,1,74.1,77,3,2026-01-14 09:00:00
3193,143,2,69.2,73,1,2026-01-15 18:00:00
3194,143,3,80.5,68,1,2026-01-16 03:00:00
3195,143,4,97.9,132,1,2026-01-17 22:00:00
3196,143,5,35.0,116,1,2026-01-19 13:00:00
3197,143,6,80.7,128,1,2026-01-20 19:00:00
3198,143,7,50.3,65,1,2026-01-22 19:00:00
3199,143,8,77.1,91,1,2026-01-23 12:00:00
3200,143,9,93.3,64,1,2026-01-25 09:00:00
3201,143,10,83.0,76,1,2026-01-25 23:00:00
3202,144,1,81.9,71,1,2026-01-09 16:00:00
3203,144,2,30.0,114,1,2026-01-11 06:00:00
3204,144,3,84.3,82,1,2026-01-12 06:00:00
3205,144,4,95.2,111,1,2026-01-13 04:00:00
3206,144,4,70.9,102,2,2026-01-14 18:00:00
3207,144,5,86.5,136,1,2026-01-15 22:00:00
3208,144,6,72.8,60,1,2026-01-17 03:00:00
3209,144,6,99.3,115,2,2026-01-19 00:00:00
3210,144,7,78.1,112,1,2026-01-20 18:00:00
3211,144,8,83.9,70,1,2026-01-22 05:00:00
3212,144,9,96.3,110,1,2026-01-22 16:00:00
3213,144,10,78.3,96,1,2026-01-24 12:00:00
3214,144,11,36.5,85,1,2026-01-25 01:00:00
3215,144,12,71.3,73,1,2026-01-26 05:00:00
3216,144,13,46.9,75,1,2026-01-27 09:00:00
3217,144,14,93.5,130,1,2026-01-28 09:00:00
3218,144,14,68.3,90,2,2026-01-29 14:00:00
3219,144,14,91.6,105,3,2026-01-31 01:00:00
3220,144,15,79.9,74,1,2026-02-01 04:00:00
3221,144,16,44.1,74,1,2026-02-03 02:00:00
3222,144,16,61.4,111,2,2026-02-03 23:00:00
3223,144,16,67.7,63,3,2026-02-05 01:00:00
3224,144,17,50.7,81,1,2026-02-06 06:00:00
3225,144,18,30.2,90,1,2026-02-07 09:00:00
3226,144,18,56.0,92,2,2026-02-07 23:00:00
3227,144,19,59.1,86,1,2026-02-08 18:00:00
3228,145,1,91.6,97,1,2026-01-19 07:00:00
3229,145,2,75.9,103,1,2026-01-19 11:00:00
3230,145,3,63.7,104,1,2026-01-20 22:00:00
3231,145,4,30.2,70,1,2026-01-22 18:00:00
3232,145,4,86.8,84,2,2026-01-24 00:00:00
3233,145,4,57.5,113,3,2026-01-24 06:00:00
3234,145,5,33.8,107,1,2026-01-24 21:00:00
3235,145,6,93.2,62,1,2026-01-26 06:00:00
3236,145,7,93.9,97,1,2026-01-27 07:00:00
3237,145,8,36.7,50,1,2026-01-28 04:00:00
3238,145,9,45.2,90,1,2026-01-29 11:00:00
3239,145,10,75.8,127,1,2026-01-30 22:00:00
3240,145,11,61.8,71,1,2026-02-01 05:00:00
3241,145,12,42.1,73,1,2026-02-03 03:00:00
3242,145,13,46.7,105,1,2026-02-03 09:00:00
3243,145,13,76.0,59,2,2026-02-03 19:00:00
3244,145,13,35.6,77,3,2026-02-04 05:00:00
3245,145,14,40.3,101,1,2026-02-04 19:00:00
3246,146,1,93.5,47,1,2026-01-10 11:00:00
3247,146,2,88.1,55,1,2026-01-12 03:00:00
3248,146,2,53.8,74,2,2026-01-12 22:00:00
3249,146,3,79.9,68,1,2026-01-13 23:00:00
3250,146,4,90.3,65,1,2026-01-15 05:00:00
3251,146,5,71.2,53,1,2026-01-16 20:00:00
3252,146,5,74.6,67,2,2026-01-18 18:00:00
3253,146,5,81.0,57,3,2026-01-19 13:00:00
3254,146,6,80.9,69,1,2026-01-20 09:00:00
3255,146,7,79.9,50,1,2026-01-20 17:00:00
3256,146,8,91.2,56,1,2026-01-21 02:00:00
3257,146,9,33.4,40,1,2026-01-21 20:00:00
3258,146,10,73.2,59,1,2026-01-22 07:00:00
3259,146,11,54.1,43,1,2026-01-24 06:00:00
3260,146,12,95.3,37,1,2026-01-24 20:00:00
3261,146,13,72.9,65,1,2026-01-26 15:00:00
3262,146,14,90.4,64,1,2026-01-27 15:00:00
3263,146,15,83.5,75,1,2026-01-29 07:00:00
3264,146,16,75.9,51,1,2026-01-29 16:00:00
3265,146,16,99.6,68,2,2026-01-29 23:00:00
3266,146,16,94.2,71,3,2026-01-31 20:00:00
3267,146,17,96.4,68,1,2026-02-01 19:00:00
3268,146,17,81.9,43,2,2026-02-03 00:00:00
3269,146,17,91.6,62,3,2026-02-03 04:00:00
3270,146,18,72.1,67,1,2026-02-04 06:00:00
3271,147,1,77.3,90,1,2026-01-13 06:00:00
3272,147,2,78.4,48,1,2026-01-13 16:00:00
3273,147,2,70.1,93,2,2026-01-14 15:00:00
3274,147,3,57.3,134,1,2026-01-16 06:00:00
3275,147,4,87.0,82,1,2026-01-16 10:00:00
3276,147,5,53.9,75,1,2026-01-17 05:00:00
3277,147,6,71.4,97,1,2026-01-18 12:00:00
3278,147,7,83.0,96,1,2026-01-18 16:00:00
3279,147,7,56.8,113,2,2026-01-18 21:00:00
3280,147,8,73.3,64,1,2026-01-20 00:00:00
3281,147,9,84.2,104,1,2026-01-21 03:00:00
3282,147,10,72.3,101,1,2026-01-22 12:00:00
3283,147,11,82.5,87,1,2026-01-24 11:00:00
3284,147,12,60.5,96,1,2026-01-24 23:00:00
3285,147,13,73.0,110,1,2026-01-26 10:00:00
3286,147,14,38.7,107,1,2026-01-27 00:00:00
3287,147,15,65.3,67,1,2026-01-27 23:00:00
3288,147,16,94.2,106,1,2026-01-29 22:00:00
3289,147,17,34.5,88,1,2026-01-30 20:00:00
3290,147,18,77.5,91,1,2026-02-01 06:00:00
3291,148,1,38.6,91,1,2026-01-07 10:00:00
3292,148,2,55.6,86,1,2026-01-09 09:00:00
3293,148,3,35.8,113,1,2026-01-10 00:00:00
3294,148,3,98.1,88,2,2026-01-11 21:00:00
3295,148,3,71.3,67,3,2026-01-12 15:00:00
3296,148,4,83.5,82,1,2026-01-13 01:00:00
3297,148,4,85.6,93,2,2026-01-13 22:00:00
3298,148,4,87.5,114,3,2026-01-14 09:00:00
3299,148,5,63.2,102,1,2026-01-15 22:00:00
3300,148,5,88.0,72,2,2026-01-17 17:00:00
3301,148,5,73.3,139,3,2026-01-18 03:00:00
3302,148,6,86.0,95,1,2026-01-18 13:00:00
3303,148,7,77.3,115,1,2026-01-19 13:00:00
3304,148,7,99.4,86,2,2026-01-20 03:00:00
3305,148,7,60.1,100,3,2026-01-20 18:00:00
3306,148,8,72.7,106,1,2026-01-22 09:00:00
3307,148,9,99.3,114,1,2026-01-22 16:00:00
3308,148,9,30.5,111,2,2026-01-23 09:00:00
3309,148,9,90.5,107,3,2026-01-24 11:00:00
3310,148,10,39.7,83,1,2026-01-24 22:00:00
3311,148,11,63.3,78,1,2026-01-25 21:00:00
3312,148,12,50.1,96,1,2026-01-27 10:00:00
3313,148,12,87.6,108,2,2026-01-29 09:00:00
3314,148,13,35.8,85,1,2026-01-31 03:00:00
3315,148,14,37.4,111,1,2026-02-01 21:00:00
3316,148,15,65.8,119,1,2026-02-03 08:00:00
3317,148,15,71.1,71,2,2026-02-04 00:00:00
3318,148,16,76.2,73,1,2026-02-04 20:00:00
3319,149,1,70.3,57,1,2026-01-24 07:00:00
3320,149,2,87.6,66,1,2026-01-26 02:00:00
3321,149,3,78.3,49,1,2026-01-27 11:00:00
3322,149,4,83.8,87,1,2026-01-28 02:00:00
3323,149,5,71.9,68,1,2026-01-29 08:00:00
3324,149,6,74.1,60,1,2026-01-29 13:00:00
3325,149,6,58.2,31,2,2026-01-30 11:00:00
3326,149,7,88.5,33,1,2026-01-31 08:00:00
3327,149,8,79.3,65,1,2026-02-01 03:00:00
3328,149,9,99.2,30,1,2026-02-01 17:00:00
3329,149,10,94.3,80,1,2026-02-03 17:00:00
3330,149,11,98.1,56,1,2026-02-04 19:00:00
3331,149,12,94.1,124,1,2026-02-05 16:00:00
3332,149,12,88.6,106,2,2026-02-07 03:00:00
3333,149,13,95.2,56,1,2026-02-08 23:00:00
3334,149,14,62.8,57,1,2026-02-09 07:00:00
3335,149,15,87.3,79,1,2026-02-10 04:00:00
3336,149,16,47.3,94,1,2026-02-11 08:00:00
3337,150,1,72.8,57,1,2026-01-20 18:00:00
3338,150,2,70.5,54,1,2026-01-21 10:00:00
3339,150,3,35.9,77,1,2026-01-23 07:00:00
3340,150,4,76.0,101,1,2026-01-24 04:00:00
3341,150,5,73.1,99,1,2026-01-24 21:00:00
3342,150,5,40.2,111,2,2026-01-26 04:00:00
3343,150,6,77.5,66,1,2026-01-27 02:00:00
3344,150,7,83.5,43,1,2026-01-28 03:00:00
3345,150,7,36.5,107,2,2026-01-29 19:00:00
3346,150,7,96.4,73,3,2026-01-30 22:00:00
3347,150,8,76.3,49,1,2026-02-01 05:00:00
3348,150,8,77.8,92,2,2026-02-02 10:00:00
3349,150,8,87.8,105,3,2026-02-02 14:00:00
3350,150,9,59.5,87,1,2026-02-03 11:00:00
3351,150,10,88.3,80,1,2026-02-04 19:00:00
3352,150,10,48.3,86,2,2026-02-06 01:00:00
3353,150,11,97.2,82,1,2026-02-06 21:00:00
3354,150,12,81.8,63,1,2026-02-08 05:00:00
3355,150,13,91.8,75,1,2026-02-09 06:00:00
3356,150,14,57.3,100,1,2026-02-10 22:00:00
3357,150,14,44.7,96,2,2026-02-11 15:00:00
3358,150,15,97.3,93,1,2026-02-12 12:00:00
3359,150,16,79.3,70,1,2026-02-13 06:00:00
3360,150,16,84.1,86,2,2026-02-14 21:00:00
3361,150,16,98.8,46,3,2026-02-16 05:00:00
3362,150,17,91.2,93,1,2026-02-17 19:00:00
3363,150,18,32.8,118,1,2026-02-19 07:00:00
3364,150,18,77.3,60,2,2026-02-21 04:00:00
3365,150,19,76.6,78,1,2026-02-22 04:00:00
3366,151,1,80.0,116,1,2026-01-08 16:00:00
3367,151,2,96.0,135,1,2026-01-09 19:00:00
3368,151,2,92.8,101,2,2026-01-10 21:00:00
3369,151,2,71.5,96,3,2026-01-11 21:00:00
3370,151,3,85.3,70,1,2026-01-13 15:00:00
3371,151,4,56.9,112,1,2026-01-14 01:00:00
3372,151,5,59.6,150,1,2026-01-15 11:00:00
3373,151,6,48.4,115,1,2026-01-16 08:00:00
3374,151,6,45.5,109,2,2026-01-17 14:00:00
3375,151,7,49.8,116,1,2026-01-19 08:00:00
3376,151,7,55.9,109,2,2026-01-20 05:00:00
3377,151,7,80.6,93,3,2026-01-21 06:00:00
3378,151,8,61.3,126,1,2026-01-21 11:00:00
3379,151,9,30.9,114,1,2026-01-22 07:00:00
3380,151,10,78.9,110,1,2026-01-23 15:00:00
3381,151,11,87.7,90,1,2026-01-24 08:00:00
3382,151,12,91.8,136,1,2026-01-25 11:00:00
3383,151,12,43.7,123,2,2026-01-26 09:00:00
3384,152,1,64.5,48,1,2026-01-04 15:00:00
3385,152,2,95.9,80,1,2026-01-06 13:00:00
3386,152,3,77.4,50,1,2026-01-06 21:00:00
3387,152,4,87.7,44,1,2026-01-08 15:00:00
3388,152,5,98.8,44,1,2026-01-10 03:00:00
3389,152,5,79.2,30,2,2026-01-10 11:00:00
3390,152,6,90.1,69,1,2026-01-11 17:00:00
3391,152,7,63.3,30,1,2026-01-13 14:00:00
3392,152,8,80.3,35,1,2026-01-14 02:00:00
3393,152,9,58.0,30,1,2026-01-14 23:00:00
3394,152,10,97.2,58,1,2026-01-15 14:00:00
3395,152,11,75.2,56,1,2026-01-17 09:00:00
3396,152,12,81.3,53,1,2026-01-17 18:00:00
3397,152,13,72.7,39,1,2026-01-19 09:00:00
3398,152,14,30.1,36,1,2026-01-20 08:00:00
3399,152,15,76.8,69,1,2026-01-21 20:00:00
3400,153,1,97.8,48,1,2026-01-24 06:00:00
3401,153,2,75.6,66,1,2026-01-24 14:00:00
3402,153,2,97.0,42,2,2026-01-25 17:00:00
3403,153,3,61.0,63,1,2026-01-27 12:00:00
3404,153,4,62.2,86,1,2026-01-28 13:00:00
3405,153,5,52.1,71,1,2026-01-29 03:00:00
3406,153,6,80.4,51,1,2026-01-29 14:00:00
3407,153,7,86.0,65,1,2026-01-31 07:00:00
3408,153,8,68.3,55,1,2026-01-31 14:00:00
3409,153,9,34.1,60,1,2026-02-01 13:00:00
3410,153,10,73.0,53,1,2026-02-03 06:00:00
3411,153,11,82.0,56,1,2026-02-03 15:00:00
3412,153,12,42.8,64,1,2026-02-03 22:00:00
3413,153,13,72.6,40,1,2026-02-05 06:00:00
3414,153,14,79.1,39,1,2026-02-06 09:00:00
3415,153,14,58.2,32,2,2026-02-07 15:00:00
3416,153,15,75.5,30,1,2026-02-09 06:00:00
3417,153,16,71.7,35,1,2026-02-10 03:00:00
3418,153,16,99.2,63,2,2026-02-10 13:00:00
3419,153,16,33.7,42,3,2026-02-11 17:00:00
3420,153,17,74.2,70,1,2026-02-12 04:00:00
3421,153,18,46.0,60,1,2026-02-13 06:00:00
3422,153,18,68.1,30,2,2026-02-14 22:00:00
3423,153,19,70.3,73,1,2026-02-15 07:00:00
3424,153,19,55.3,76,2,2026-02-17 05:00:00
3425,153,19,86.5,40,3,2026-02-17 17:00:00
3426,153,20,66.4,68,1,2026-02-19 14:00:00
3427,154,1,98.2,72,1,2026-02-01 16:00:00
3428,154,2,85.4,91,1,2026-02-02 17:00:00
3429,154,3,81.4,64,1,2026-02-03 22:00:00
3430,154,3,82.6,54,2,2026-02-04 13:00:00
3431,154,3,94.1,82,3,2026-02-05 09:00:00
3432,154,4,68.8,87,1,2026-02-05 18:00:00
3433,154,5,97.0,82,1,2026-02-06 11:00:00
3434,154,5,86.8,66,2,2026-02-06 23:00:00
3435,154,6,97.3,82,1,2026-02-08 06:00:00
3436,154,6,98.8,95,2,2026-02-08 23:00:00
3437,154,7,61.9,89,1,2026-02-09 08:00:00
3438,154,8,92.6,93,1,2026-02-11 01:00:00
3439,154,9,59.1,76,1,2026-02-11 12:00:00
3440,154,10,87.7,113,1,2026-02-12 10:00:00
3441,154,10,68.2,66,2,2026-02-14 02:00:00
3442,154,10,87.7,99,3,2026-02-14 14:00:00
3443,154,11,91.9,113,1,2026-02-15 08:00:00
3444,154,11,60.3,99,2,2026-02-16 04:00:00
3445,154,12,89.9,85,1,2026-02-16 18:00:00
3446,154,12,58.6,79,2,2026-02-18 07:00:00
3447,154,12,81.2,110,3,2026-02-19 00:00:00
3448,155,1,63.2,81,1,2026-01-26 23:00:00
3449,155,2,94.1,90,1,2026-01-28 04:00:00
3450,155,3,72.4,102,1,2026-01-29 14:00:00
3451,155,3,80.3,134,2,2026-01-31 00:00:00
3452,155,3,85.1,117,3,2026-02-01 20:00:00
3453,155,4,90.6,90,1,2026-02-02 17:00:00
3454,155,5,60.3,103,1,2026-02-04 00:00:00
3455,155,6,78.0,97,1,2026-02-04 20:00:00
3456,155,7,54.4,95,1,2026-02-05 19:00:00
3457,155,7,32.0,129,2,2026-02-05 23:00:00
3458,155,8,75.8,82,1,2026-02-06 10:00:00
3459,155,9,97.7,142,1,2026-02-08 06:00:00
3460,155,9,61.6,126,2,2026-02-09 03:00:00
3461,155,9,49.1,131,3,2026-02-11 01:00:00
3462,155,10,68.1,100,1,2026-02-12 22:00:00
3463,155,10,76.1,107,2,2026-02-13 19:00:00
3464,155,11,77.3,81,1,2026-02-14 13:00:00
3465,155,12,82.5,99,1,2026-02-15 13:00:00
3466,155,12,81.8,119,2,2026-02-17 06:00:00
3467,155,13,49.8,135,1,2026-02-19 02:00:00
3468,155,13,90.9,87,2,2026-02-19 19:00:00
3469,155,14,43.9,102,1,2026-02-21 08:00:00
3470,155,15,67.9,106,1,2026-02-21 17:00:00
3471,155,16,51.9,82,1,2026-02-22 18:00:00
3472,155,16,38.7,121,2,2026-02-23 09:00:00
3473,156,1,86.8,45,1,2026-02-01 05:00:00
3474,156,2,71.9,56,1,2026-02-01 15:00:00
3475,156,3,93.8,50,1,2026-02-02 12:00:00
3476,156,4,75.3,44,1,2026-02-03 09:00:00
3477,156,5,83.2,59,1,2026-02-05 01:00:00
3478,156,6,80.8,55,1,2026-02-05 07:00:00
3479,156,7,93.0,52,1,2026-02-06 06:00:00
3480,156,8,37.0,45,1,2026-02-07 12:00:00
3481,156,9,98.5,66,1,2026-02-08 23:00:00
3482,156,10,71.5,93,1,2026-02-10 08:00:00
3483,156,11,76.9,62,1,2026-02-11 17:00:00
3484,156,12,84.5,79,1,2026-02-12 13:00:00
3485,156,12,43.4,32,2,2026-02-13 22:00:00
3486,156,12,99.0,63,3,2026-02-14 23:00:00
3487,156,13,76.4,38,1,2026-02-16 20:00:00
3488,156,14,70.5,30,1,2026-02-17 23:00:00
3489,156,15,85.0,45,1,2026-02-19 10:00:00
3490,156,16,93.3,83,1,2026-02-21 06:00:00
3491,156,16,56.1,79,2,2026-02-21 23:00:00
3492,156,17,87.8,64,1,2026-02-22 19:00:00
3493,156,18,94.3,30,1,2026-02-24 12:00:00
3494,157,1,49.9,136,1,2026-01-21 13:00:00
3495,157,2,88.3,146,1,2026-01-22 22:00:00
3496,157,3,60.2,143,1,2026-01-24 20:00:00
3497,157,4,86.3,103,1,2026-01-26 12:00:00
3498,157,4,33.9,122,2,2026-01-27 12:00:00
3499,157,5,61.6,138,1,2026-01-29 10:00:00
3500,157,6,49.4,150,1,2026-01-30 02:00:00
3501,157,7,71.7,96,1,2026-01-31 08:00:00
3502,157,7,93.4,136,2,2026-02-01 22:00:00
3503,157,7,54.4,142,3,2026-02-02 08:00:00
3504,157,8,42.4,156,1,2026-02-02 22:00:00
3505,157,8,66.8,153,2,2026-02-04 03:00:00
3506,157,9,40.7,151,1,2026-02-04 11:00:00
3507,157,9,71.5,124,2,2026-02-06 09:00:00
3508,157,10,45.6,101,1,2026-02-08 00:00:00
3509,157,10,99.7,132,2,2026-02-09 01:00:00
3510,157,11,85.2,160,1,2026-02-09 09:00:00
3511,157,11,94.3,167,2,2026-02-11 02:00:00
3512,157,12,36.6,154,1,2026-02-11 22:00:00
3513,157,13,69.0,148,1,2026-02-13 12:00:00
3514,157,13,40.5,147,2,2026-02-14 12:00:00
3515,157,13,37.2,128,3,2026-02-15 15:00:00
3516,157,14,57.4,137,1,2026-02-16 01:00:00
3517,157,15,35.8,173,1,2026-02-16 06:00:00
3518,158,1,61.1,121,1,2026-01-11 07:00:00
3519,158,1,90.1,172,2,2026-01-11 16:00:00
3520,158,1,39.7,133,3,2026-01-12 12:00:00
3521,158,2,51.6,166,1,2026-01-13 03:00:00
3522,158,3,49.3,111,1,2026-01-14 01:00:00
3523,158,3,47.4,151,2,2026-01-15 23:00:00
3524,158,4,49.3,125,1,2026-01-17 17:00:00
3525,158,5,31.7,111,1,2026-01-18 03:00:00
3526,158,6,81.7,144,1,2026-01-19 02:00:00
3527,158,7,82.0,160,1,2026-01-20 23:00:00
3528,158,7,88.4,123,2,2026-01-21 22:00:00
3529,158,8,45.4,110,1,2026-01-23 16:00:00
3530,158,9,35.2,138,1,2026-01-23 20:00:00
3531,158,9,32.1,138,2,2026-01-25 14:00:00
3532,158,9,34.0,150,3,2026-01-26 17:00:00
3533,158,10,98.8,158,1,2026-01-27 14:00:00
3534,158,10,45.9,138,2,2026-01-28 09:00:00
3535,158,11,87.1,177,1,2026-01-29 00:00:00
3536,158,12,95.3,144,1,2026-01-29 04:00:00
3537,158,13,37.7,133,1,2026-01-30 16:00:00
3538,158,14,43.5,107,1,2026-01-31 01:00:00
3539,158,14,58.2,134,2,2026-01-31 18:00:00
3540,158,15,86.3,133,1,2026-02-01 03:00:00
3541,158,16,30.5,159,1,2026-02-02 13:00:00
3542,158,16,49.7,149,2,2026-02-04 07:00:00
3543,158,16,71.0,116,3,2026-02-06 07:00:00
3544,158,17,97.3,143,1,2026-02-06 15:00:00
3545,158,17,81.8,153,2,2026-02-07 16:00:00
3546,159,1,81.6,90,1,2026-01-04 17:00:00
3547,159,2,96.0,77,1,2026-01-05 22:00:00
3548,159,3,56.2,75,1,2026-01-06 22:00:00
3549,159,4,60.3,61,1,2026-01-08 18:00:00
3550,159,5,92.6,67,1,2026-01-10 02:00:00
3551,159,5,42.1,84,2,2026-01-10 13:00:00
3552,159,5,69.2,33,3,2026-01-11 12:00:00
3553,159,6,95.4,53,1,2026-01-11 17:00:00
3554,159,6,95.5,44,2,2026-01-13 02:00:00
3555,159,7,98.6,67,1,2026-01-13 12:00:00
3556,159,8,82.5,84,1,2026-01-15 11:00:00
3557,159,9,87.3,48,1,2026-01-16 01:00:00
3558,159,10,85.2,30,1,2026-01-17 18:00:00
3559,159,11,81.4,51,1,2026-01-17 22:00:00
3560,159,12,97.9,78,1,2026-01-18 15:00:00
3561,159,13,81.2,70,1,2026-01-20 00:00:00
3562,159,13,46.2,68,2,2026-01-21 16:00:00
3563,159,14,93.6,54,1,2026-01-23 00:00:00
3564,159,15,75.2,34,1,2026-01-24 15:00:00
3565,159,16,77.0,70,1,2026-01-25 13:00:00
3566,159,17,40.1,43,1,2026-01-27 06:00:00
3567,159,18,99.2,103,1,2026-01-28 10:00:00
3568,160,1,83.1,151,1,2026-01-21 12:00:00
3569,160,1,33.6,128,2,2026-01-22 00:00:00
3570,160,1,31.9,127,3,2026-01-23 10:00:00
3571,160,2,61.1,138,1,2026-01-24 08:00:00
3572,160,2,55.2,135,2,2026-01-24 19:00:00
3573,160,3,42.9,162,1,2026-01-26 08:00:00
3574,160,4,49.1,143,1,2026-01-27 09:00:00
3575,160,4,75.4,125,2,2026-01-28 14:00:00
3576,160,5,58.6,177,1,2026-01-28 23:00:00
3577,160,6,94.3,140,1,2026-01-30 21:00:00
3578,160,6,96.6,155,2,2026-02-01 07:00:00
3579,160,6,74.7,127,3,2026-02-01 15:00:00
3580,160,7,42.0,147,1,2026-02-03 07:00:00
3581,160,7,51.6,146,2,2026-02-03 23:00:00
3582,160,7,72.4,102,3,2026-02-04 03:00:00
3583,160,8,35.9,180,1,2026-02-04 16:00:00
3584,160,9,32.7,165,1,2026-02-05 19:00:00
3585,160,9,57.8,132,2,2026-02-06 07:00:00
3586,160,10,61.1,117,1,2026-02-08 04:00:00
3587,160,10,47.8,146,2,2026-02-10 03:00:00
3588,160,11,43.6,141,1,2026-02-11 17:00:00
3589,160,12,57.5,147,1,2026-02-12 06:00:00
3590,160,12,71.5,143,2,2026-02-14 03:00:00
3591,160,13,33.0,150,1,2026-02-14 15:00:00
3592,160,14,71.3,168,1,2026-02-14 19:00:00
3593,160,14,68.9,151,2,2026-02-16 13:00:00
3594,160,15,95.5,119,1,2026-02-17 01:00:00
3595,160,15,36.0,167,2,2026-02-17 20:00:00
3596,160,15,64.0,172,3,2026-02-18 17:00:00
3597,160,16,62.3,203,1,2026-02-19 20:00:00
3598,160,16,33.3,117,2,2026-02-21 14:00:00
3599,160,16,67.4,144,3,2026-02-22 23:00:00
3600,161,1,53.3,48,1,2026-01-25 09:00:00
3601,161,2,72.1,101,1,2026-01-26 23:00:00
3602,161,3,48.4,79,1,2026-01-28 06:00:00
3603,161,3,37.9,128,2,2026-01-28 22:00:00
3604,161,3,74.9,74,3,2026-01-30 07:00:00
3605,161,4,64.6,56,1,2026-01-31 01:00:00
3606,161,4,31.9,80,2,2026-02-01 20:00:00
3607,161,5,64.5,50,1,2026-02-02 18:00:00
3608,161,6,80.6,105,1,2026-02-03 02:00:00
3609,161,7,57.7,48,1,2026-02-05 02:00:00
3610,161,8,39.2,90,1,2026-02-06 08:00:00
3611,161,9,57.1,48,1,2026-02-06 15:00:00
3612,161,9,34.5,83,2,2026-02-07 01:00:00
3613,161,9,72.0,122,3,2026-02-08 06:00:00
3614,161,10,78.0,97,1,2026-02-10 02:00:00
3615,161,11,79.2,72,1,2026-02-10 23:00:00
3616,161,12,82.5,89,1,2026-02-12 18:00:00
3617,161,12,33.3,90,2,2026-02-14 04:00:00
3618,162,1,83.9,99,1,2026-01-31 14:00:00
3619,162,2,71.1,62,1,2026-02-02 06:00:00
3620,162,3,74.4,101,1,2026-02-04 03:00:00
3621,162,4,32.1,35,1,2026-02-04 23:00:00
