attempt_id,student_id,topic_id,quiz_score,recent_quiz_score,historical_topic_score,attempts_count,total_time_spent,prerequisite_completion_rate,score_trend,engagement_frequency,topic_difficulty_numeric,target_struggling,timestamp
3448,155,1,63.2,75.0,75.0,1,81,1.0,0.0,1,1,1,2026-01-26 23:00:00
3449,155,2,94.1,63.2,63.2,1,90,0.0,0.0,2,1,0,2026-01-28 04:00:00
3450,155,3,72.4,78.65,78.65,1,102,1.0,0.0,3,2,0,2026-01-29 14:00:00
3451,155,3,80.3,76.57,76.57,2,236,1.0,0.0,4,2,0,2026-01-31 00:00:00
3452,155,3,85.1,82.27,77.5,3,353,1.0,4.77,5,2,0,2026-02-01 20:00:00
3453,155,4,90.6,79.27,79.02,1,90,1.0,0.25,6,2,0,2026-02-02 17:00:00
3454,155,5,60.3,85.33,80.95,1,103,1.0,4.38,7,3,1,2026-02-04 00:00:00
3455,155,6,78.0,78.67,78.0,1,97,1.0,0.67,8,1,0,2026-02-04 20:00:00
3456,155,7,54.4,76.3,78.0,1,95,1.0,-1.7,9,2,1,2026-02-05 19:00:00
3457,155,7,32.0,64.23,75.38,2,224,1.0,-11.14,10,2,1,2026-02-05 23:00:00
3458,155,8,75.8,54.8,71.04,1,82,1.0,-16.24,11,2,0,2026-02-06 10:00:00
3459,155,9,97.7,54.07,71.47,1,142,1.0,-17.41,12,3,0,2026-02-08 06:00:00
3460,155,9,61.6,68.5,73.66,2,268,1.0,-5.16,13,3,1,2026-02-09 03:00:00
3461,155,9,49.1,78.37,72.73,3,399,1.0,5.64,13,3,1,2026-02-11 01:00:00
3462,155,10,68.1,69.47,71.04,1,100,1.0,-1.58,12,2,1,2026-02-12 22:00:00
3463,155,10,76.1,59.6,70.85,2,207,1.0,-11.25,13,2,0,2026-02-13 19:00:00
3464,155,11,77.3,64.43,71.18,1,81,0.5,-6.74,13,1,0,2026-02-14 13:00:00
3465,155,12,82.5,73.83,71.54,1,99,1.0,2.3,14,2,0,2026-02-15 13:00:00
3466,155,12,81.8,78.63,72.14,2,218,1.0,6.49,13,2,0,2026-02-17 06:00:00
3467,155,13,49.8,80.53,72.65,1,135,1.0,7.88,12,2,1,2026-02-19 02:00:00
3468,155,13,90.9,71.37,71.51,2,222,1.0,-0.14,12,2,0,2026-02-19 19:00:00
3469,155,14,43.9,74.17,72.43,1,102,0.5,1.73,11,3,1,2026-02-21 08:00:00
3470,155,15,67.9,61.53,71.14,1,106,1.0,-9.6,12,2,1,2026-02-21 17:00:00
3471,155,16,51.9,67.57,71.0,1,82,1.0,-3.43,12,3,1,2026-02-22 18:00:00
3472,155,16,38.7,54.57,70.2,2,203,1.0,-15.63,12,3,1,2026-02-23 09:00:00
3473,156,1,86.8,75.0,75.0,1,45,1.0,0.0,1,1,0,2026-02-01 05:00:00
3474,156,2,71.9,86.8,86.8,1,56,1.0,0.0,2,1,0,2026-02-01 15:00:00
3475,156,3,93.8,79.35,79.35,1,50,1.0,0.0,3,2,0,2026-02-02 12:00:00
3476,156,4,75.3,84.17,84.17,1,44,1.0,0.0,4,2,0,2026-02-03 09:00:00
3477,156,5,83.2,80.33,81.95,1,59,1.0,-1.62,5,3,0,2026-02-05 01:00:00
3478,156,6,80.8,84.1,82.2,1,55,1.0,1.9,6,1,0,2026-02-05 07:00:00
3479,156,7,93.0,79.77,81.97,1,52,1.0,-2.2,7,2,0,2026-02-06 06:00:00
3480,156,8,37.0,85.67,83.54,1,45,1.0,2.12,8,2,1,2026-02-07 12:00:00
3481,156,9,98.5,70.27,77.72,1,66,0.0,-7.46,9,3,0,2026-02-08 23:00:00
3482,156,10,71.5,76.17,80.03,1,93,1.0,-3.87,10,2,0,2026-02-10 08:00:00
3483,156,11,76.9,69.0,79.18,1,62,1.0,-10.18,11,1,0,2026-02-11 17:00:00
3484,156,12,84.5,82.3,78.97,1,79,1.0,3.33,12,2,0,2026-02-12 13:00:00
3485,156,12,43.4,77.63,79.43,2,111,1.0,-1.8,13,2,1,2026-02-13 22:00:00
3486,156,12,99.0,68.27,76.66,3,174,1.0,-8.39,14,2,0,2026-02-14 23:00:00
3487,156,13,76.4,75.63,78.26,1,38,1.0,-2.62,12,2,0,2026-02-16 20:00:00
3488,156,14,70.5,72.93,78.13,1,30,1.0,-5.2,12,3,0,2026-02-17 23:00:00
3489,156,15,85.0,81.97,77.66,1,45,1.0,4.31,11,2,0,2026-02-19 10:00:00
3490,156,16,93.3,77.3,78.09,1,83,1.0,-0.79,11,3,0,2026-02-21 06:00:00
3491,156,16,56.1,82.93,78.93,2,162,1.0,4.0,11,3,1,2026-02-21 23:00:00
3492,156,17,87.8,78.13,77.73,1,64,1.0,0.4,12,3,0,2026-02-22 19:00:00
3493,156,18,94.3,79.07,78.23,1,30,1.0,0.83,11,3,0,2026-02-24 12:00:00
3494,157,1,49.9,75.0,75.0,1,136,1.0,0.0,1,1,1,2026-01-21 13:00:00
3495,157,2,88.3,49.9,49.9,1,146,0.0,0.0,2,1,0,2026-01-22 22:00:00
3496,157,3,60.2,69.1,69.1,1,143,1.0,0.0,3,2,1,2026-01-24 20:00:00
3497,157,4,86.3,66.13,66.13,1,103,0.0,0.0,4,2,0,2026-01-26 12:00:00
3498,157,4,33.9,78.27,71.18,2,225,0.0,7.09,5,2,1,2026-01-27 12:00:00
3499,157,5,61.6,60.13,63.72,1,138,1.0,-3.59,6,3,1,2026-01-29 10:00:00
3500,157,6,49.4,60.6,63.37,1,150,1.0,-2.77,7,1,1,2026-01-30 02:00:00
3501,157,7,71.7,48.3,61.37,1,96,0.0,-13.07,8,2,0,2026-01-31 08:00:00
3502,157,7,93.4,60.9,62.66,2,232,0.0,-1.76,9,2,0,2026-02-01 22:00:00
3503,157,7,54.4,71.5,66.08,3,374,0.0,5.42,10,2,1,2026-02-02 08:00:00
3504,157,8,42.4,73.17,64.91,1,156,1.0,8.26,11,2,1,2026-02-02 22:00:00
3505,157,8,66.8,63.4,62.86,2,309,1.0,0.54,12,2,1,2026-02-04 03:00:00
3506,157,9,40.7,54.53,63.19,1,151,0.0,-8.66,13,3,1,2026-02-04 11:00:00
3507,157,9,71.5,49.97,61.46,2,275,0.0,-11.49,12,3,0,2026-02-06 09:00:00
3508,157,10,45.6,59.67,62.18,1,101,1.0,-2.51,12,2,1,2026-02-08 00:00:00
3509,157,10,99.7,52.6,61.07,2,233,1.0,-8.47,13,2,0,2026-02-09 01:00:00
3510,157,11,85.2,72.27,63.49,1,160,1.0,8.78,14,1,0,2026-02-09 09:00:00
3511,157,11,94.3,76.83,64.76,2,327,1.0,12.07,13,1,0,2026-02-11 02:00:00
3512,157,12,36.6,93.07,66.41,1,154,1.0,26.66,14,2,1,2026-02-11 22:00:00
3513,157,13,69.0,72.03,64.84,1,148,0.0,7.2,13,2,1,2026-02-13 12:00:00
3514,157,13,40.5,66.63,65.04,2,295,0.0,1.59,13,2,1,2026-02-14 12:00:00
3515,157,13,37.2,48.7,63.88,3,423,0.0,-15.18,14,2,1,2026-02-15 15:00:00
3516,157,14,57.4,48.9,62.66,1,137,0.5,-13.76,14,3,1,2026-02-16 01:00:00
3517,157,15,35.8,45.03,62.43,1,173,1.0,-17.4,15,2,1,2026-02-16 06:00:00
3518,158,1,61.1,75.0,75.0,1,121,1.0,0.0,1,1,1,2026-01-11 07:00:00
3519,158,1,90.1,61.1,61.1,2,293,1.0,0.0,2,1,0,2026-01-11 16:00:00
3520,158,1,39.7,75.6,75.6,3,426,1.0,0.0,3,1,1,2026-01-12 12:00:00
3521,158,2,51.6,63.63,63.63,1,166,1.0,0.0,4,1,1,2026-01-13 03:00:00
3522,158,3,49.3,60.47,60.62,1,111,0.0,-0.16,5,2,1,2026-01-14 01:00:00
3523,158,3,47.4,46.87,58.36,2,262,0.0,-11.49,6,2,1,2026-01-15 23:00:00
3524,158,4,49.3,49.43,56.53,1,125,0.0,-7.1,7,2,1,2026-01-17 17:00:00
3525,158,5,31.7,48.67,55.5,1,111,0.0,-6.83,8,3,1,2026-01-18 03:00:00
3526,158,6,81.7,42.8,52.52,1,144,1.0,-9.73,9,1,0,2026-01-19 02:00:00
3527,158,7,82.0,54.23,55.77,1,160,1.0,-1.53,10,2,0,2026-01-20 23:00:00
3528,158,7,88.4,65.13,58.39,2,283,1.0,6.74,11,2,0,2026-01-21 22:00:00
3529,158,8,45.4,84.03,61.12,1,110,1.0,22.92,12,2,1,2026-01-23 16:00:00
3530,158,9,35.2,71.93,59.81,1,138,0.0,12.13,13,3,1,2026-01-23 20:00:00
3531,158,9,32.1,56.33,57.92,2,276,0.0,-1.58,13,3,1,2026-01-25 14:00:00
3532,158,9,34.0,37.57,56.07,3,426,0.0,-18.5,12,3,1,2026-01-26 17:00:00
3533,158,10,98.8,33.77,54.6,1,158,1.0,-20.83,12,2,0,2026-01-27 14:00:00
3534,158,10,45.9,54.97,57.36,2,296,1.0,-2.4,12,2,1,2026-01-28 09:00:00
3535,158,11,87.1,59.57,56.69,1,177,0.5,2.88,13,1,0,2026-01-29 00:00:00
3536,158,12,95.3,77.27,58.38,1,144,0.5,18.89,14,2,0,2026-01-29 04:00:00
3537,158,13,37.7,76.1,60.32,1,133,1.0,15.78,14,2,1,2026-01-30 16:00:00
3538,158,14,43.5,73.37,59.19,1,107,1.0,14.18,15,3,1,2026-01-31 01:00:00
3539,158,14,58.2,58.83,58.44,2,241,1.0,0.39,15,3,1,2026-01-31 18:00:00
3540,158,15,86.3,46.47,58.43,1,133,1.0,-11.97,15,2,0,2026-02-01 03:00:00
3541,158,16,30.5,62.67,59.64,1,159,0.5,3.02,15,3,1,2026-02-02 13:00:00
3542,158,16,49.7,58.33,58.43,2,308,0.5,-0.1,15,3,1,2026-02-04 07:00:00
3543,158,16,71.0,55.5,58.08,3,424,0.5,-2.58,15,3,0,2026-02-06 07:00:00
3544,158,17,97.3,50.4,58.58,1,143,1.0,-8.18,16,3,0,2026-02-06 15:00:00
3545,158,17,81.8,72.67,60.01,2,296,1.0,12.66,15,3,0,2026-02-07 16:00:00
3546,159,1,81.6,75.0,75.0,1,90,1.0,0.0,1,1,0,2026-01-04 17:00:00
3547,159,2,96.0,81.6,81.6,1,77,1.0,0.0,2,1,0,2026-01-05 22:00:00
3548,159,3,56.2,88.8,88.8,1,75,1.0,0.0,3,2,1,2026-01-06 22:00:00
3549,159,4,60.3,77.93,77.93,1,61,0.0,0.0,4,2,1,2026-01-08 18:00:00
3550,159,5,92.6,70.83,73.53,1,67,0.0,-2.69,5,3,0,2026-01-10 02:00:00
3551,159,5,42.1,69.7,77.34,2,151,0.0,-7.64,6,3,1,2026-01-10 13:00:00
3552,159,5,69.2,65.0,71.47,3,184,0.0,-6.47,7,3,1,2026-01-11 12:00:00
3553,159,6,95.4,67.97,71.14,1,53,1.0,-3.18,8,1,0,2026-01-11 17:00:00
3554,159,6,95.5,68.9,74.18,2,97,1.0,-5.28,9,1,0,2026-01-13 02:00:00
3555,159,7,98.6,86.7,76.54,1,67,1.0,10.16,10,2,0,2026-01-13 12:00:00
3556,159,8,82.5,96.5,78.75,1,84,1.0,17.75,11,2,0,2026-01-15 11:00:00
3557,159,9,87.3,92.2,79.09,1,48,1.0,13.11,12,3,0,2026-01-16 01:00:00
3558,159,10,85.2,89.47,79.78,1,30,1.0,9.69,13,2,0,2026-01-17 18:00:00
3559,159,11,81.4,85.0,80.19,1,51,1.0,4.81,14,1,0,2026-01-17 22:00:00
3560,159,12,97.9,84.63,80.28,1,78,1.0,4.35,15,2,0,2026-01-18 15:00:00
3561,159,13,81.2,88.17,81.45,1,70,1.0,6.71,14,2,0,2026-01-20 00:00:00
3562,159,13,46.2,86.83,81.44,2,138,1.0,5.4,14,2,1,2026-01-21 16:00:00
3563,159,14,93.6,75.1,79.36,1,54,1.0,-4.26,14,3,0,2026-01-23 00:00:00
3564,159,15,75.2,73.67,80.16,1,34,1.0,-6.49,13,2,0,2026-01-24 15:00:00
3565,159,16,77.0,71.67,79.89,1,70,1.0,-8.23,13,3,0,2026-01-25 13:00:00
3566,159,17,40.1,81.93,79.75,1,43,1.0,2.18,12,3,1,2026-01-27 06:00:00
3567,159,18,99.2,64.1,77.86,1,103,1.0,-13.76,12,3,0,2026-01-28 10:00:00
3568,160,1,83.1,75.0,75.0,1,151,1.0,0.0,1,1,0,2026-01-21 12:00:00
3569,160,1,33.6,83.1,83.1,2,279,1.0,0.0,2,1,1,2026-01-22 00:00:00
3570,160,1,31.9,58.35,58.35,3,406,1.0,0.0,3,1,1,2026-01-23 10:00:00
3571,160,2,61.1,49.53,49.53,1,138,1.0,0.0,4,1,1,2026-01-24 08:00:00
3572,160,2,55.2,42.2,52.42,2,273,1.0,-10.23,5,1,1,2026-01-24 19:00:00
3573,160,3,42.9,49.4,52.98,1,162,0.0,-3.58,6,2,1,2026-01-26 08:00:00
3574,160,4,49.1,53.07,51.3,1,143,0.0,1.77,7,2,1,2026-01-27 09:00:00
3575,160,4,75.4,49.07,50.99,2,268,0.0,-1.92,8,2,0,2026-01-28 14:00:00
3576,160,5,58.6,55.8,54.04,1,177,1.0,1.76,9,3,1,2026-01-28 23:00:00
3577,160,6,94.3,61.03,54.54,1,140,1.0,6.49,10,1,0,2026-01-30 21:00:00
3578,160,6,96.6,76.1,58.52,2,295,1.0,17.58,11,1,0,2026-02-01 07:00:00
3579,160,6,74.7,83.17,61.98,3,422,1.0,21.18,12,1,0,2026-02-01 15:00:00
3580,160,7,42.0,88.53,63.04,1,147,1.0,25.49,13,2,1,2026-02-03 07:00:00
3581,160,7,51.6,71.1,61.42,2,293,1.0,9.68,14,2,1,2026-02-03 23:00:00
3582,160,7,72.4,56.1,60.72,3,395,1.0,-4.62,15,2,0,2026-02-04 03:00:00
3583,160,8,35.9,55.33,61.5,1,180,1.0,-6.17,15,2,1,2026-02-04 16:00:00
3584,160,9,32.7,53.3,59.9,1,165,0.0,-6.6,15,3,1,2026-02-05 19:00:00
3585,160,9,57.8,47.0,58.3,2,297,0.0,-11.3,16,3,1,2026-02-06 07:00:00
3586,160,10,61.1,42.13,58.27,1,117,1.0,-16.14,14,2,1,2026-02-08 04:00:00
3587,160,10,47.8,50.53,58.42,2,263,1.0,-7.89,14,2,1,2026-02-10 03:00:00
3588,160,11,43.6,55.57,57.89,1,141,0.5,-2.32,13,1,1,2026-02-11 17:00:00
3589,160,12,57.5,50.83,57.21,1,147,0.0,-6.38,13,2,1,2026-02-12 06:00:00
3590,160,12,71.5,49.63,57.22,2,290,0.0,-7.59,13,2,0,2026-02-14 03:00:00
3591,160,13,33.0,57.53,57.84,1,150,1.0,-0.31,14,2,1,2026-02-14 15:00:00
3592,160,14,71.3,54.0,56.81,1,168,1.0,-2.81,15,3,0,2026-02-14 19:00:00
3593,160,14,68.9,58.6,57.39,2,319,1.0,1.21,14,3,1,2026-02-16 13:00:00
3594,160,15,95.5,57.73,57.83,1,119,0.0,-0.1,15,2,0,2026-02-17 01:00:00
3595,160,15,36.0,78.57,59.23,2,286,0.0,19.34,15,2,1,2026-02-17 20:00:00
3596,160,15,64.0,66.8,58.4,3,458,0.0,8.4,13,2,1,2026-02-18 17:00:00
3597,160,16,62.3,65.17,58.59,1,203,0.5,6.58,13,3,1,2026-02-19 20:00:00
3598,160,16,33.3,54.1,58.71,2,320,0.5,-4.61,13,3,1,2026-02-21 14:00:00
3599,160,16,67.4,53.2,57.89,3,464,0.5,-4.69,13,3,1,2026-02-22 23:00:00
3600,161,1,53.3,75.0,75.0,1,48,1.0,0.0,1,1,1,2026-01-25 09:00:00
3601,161,2,72.1,53.3,53.3,1,101,0.0,0.0,2,1,0,2026-01-26 23:00:00
3602,161,3,48.4,62.7,62.7,1,79,1.0,0.0,3,2,1,2026-01-28 06:00:00
3603,161,3,37.9,57.93,57.93,2,207,1.0,0.0,4,2,1,2026-01-28 22:00:00
3604,161,3,74.9,52.8,52.92,3,281,1.0,-0.12,5,2,0,2026-01-30 07:00:00
3605,161,4,64.6,53.73,57.32,1,56,1.0,-3.59,6,2,1,2026-01-31 01:00:00
3606,161,4,31.9,59.13,58.53,2,136,1.0,0.6,7,2,1,2026-02-01 20:00:00
3607,161,5,64.5,57.13,54.73,1,50,0.0,2.4,8,3,1,2026-02-02 18:00:00
3608,161,6,80.6,53.67,55.95,1,105,1.0,-2.28,9,1,0,2026-02-03 02:00:00
3609,161,7,57.7,59.0,58.69,1,48,1.0,0.31,10,2,1,2026-02-05 02:00:00
3610,161,8,39.2,67.6,58.59,1,90,1.0,9.01,11,2,1,2026-02-06 08:00:00
3611,161,9,57.1,59.17,56.83,1,48,0.0,2.34,12,3,1,2026-02-06 15:00:00
3612,161,9,34.5,51.33,56.85,2,131,0.0,-5.52,13,3,1,2026-02-07 01:00:00
3613,161,9,72.0,43.6,55.13,3,253,0.0,-11.53,14,3,0,2026-02-08 06:00:00
3614,161,10,78.0,54.53,56.34,1,97,1.0,-1.8,13,2,0,2026-02-10 02:00:00
3615,161,11,79.2,61.5,57.78,1,72,0.5,3.72,14,1,0,2026-02-10 23:00:00
3616,161,12,82.5,76.4,59.12,1,89,1.0,17.28,13,2,0,2026-02-12 18:00:00
3617,161,12,33.3,79.9,60.49,2,179,1.0,19.41,12,2,1,2026-02-14 04:00:00
3618,162,1,83.9,75.0,75.0,1,99,1.0,0.0,1,1,0,2026-01-31 14:00:00
3619,162,2,71.1,83.9,83.9,1,62,1.0,0.0,2,1,0,2026-02-02 06:00:00
3620,162,3,74.4,77.5,77.5,1,101,1.0,0.0,3,2,0,2026-02-04 03:00:00
3621,162,4,32.1,76.47,76.47,1,35,1.0,0.0,4,2,1,2026-02-04 23:00:00
3622,162,4,88.6,59.2,65.38,2,112,1.0,-6.18,5,2,0,2026-02-05 18:00:00
3623,162,5,80.9,65.03,70.02,1,80,1.0,-4.99,6,3,0,2026-02-07 01:00:00
3624,162,6,78.3,67.2,71.83,1,102,1.0,-4.63,7,1,0,2026-02-08 06:00:00
3625,162,7,90.8,82.6,72.76,1,90,1.0,9.84,8,2,0,2026-02-09 18:00:00
3626,162,8,98.0,83.33,75.01,1,61,1.0,8.32,9,2,0,2026-02-10 12:00:00
3627,162,9,73.0,89.03,77.57,1,70,1.0,11.47,10,3,0,2026-02-11 06:00:00
3628,162,10,81.2,87.27,77.11,1,93,1.0,10.16,11,2,0,2026-02-13 02:00:00
3629,162,11,46.0,84.07,77.48,1,88,1.0,6.58,12,1,1,2026-02-14 02:00:00
3630,162,12,80.7,66.73,74.86,1,78,0.5,-8.12,13,2,0,2026-02-14 11:00:00
3631,163,1,74.6,75.0,75.0,1,80,1.0,0.0,1,1,0,2026-01-11 00:00:00
3632,163,2,81.1,74.6,74.6,1,103,1.0,0.0,2,1,0,2026-01-12 17:00:00
3633,163,3,33.0,77.85,77.85,1,79,1.0,0.0,3,2,1,2026-01-14 04:00:00
3634,163,4,92.3,62.9,62.9,1,88,0.0,0.0,4,2,0,2026-01-14 09:00:00
3635,163,5,48.8,68.8,70.25,1,133,1.0,-1.45,5,3,1,2026-01-16 04:00:00
3636,163,6,36.9,58.03,65.96,1,61,1.0,-7.93,6,1,1,2026-01-17 11:00:00
3637,163,6,95.2,59.33,61.12,2,113,1.0,-1.78,7,1,0,2026-01-18 17:00:00
3638,163,7,51.4,60.3,65.99,1,105,1.0,-5.69,8,2,1,2026-01-20 15:00:00
3639,163,8,72.2,61.17,64.16,1,76,1.0,-3.0,9,2,0,2026-01-22 00:00:00
3640,163,9,56.6,72.93,65.06,1,83,1.0,7.88,10,3,1,2026-01-23 12:00:00
3641,163,9,90.6,60.07,64.21,2,157,1.0,-4.14,11,3,0,2026-01-23 20:00:00
3642,163,10,71.3,73.13,66.61,1,84,1.0,6.52,11,2,0,2026-01-25 13:00:00
3643,163,11,85.4,72.83,67.0,1,121,0.5,5.83,12,1,0,2026-01-26 02:00:00
3644,163,11,78.4,82.43,68.42,2,227,0.5,14.02,12,1,0,2026-01-27 20:00:00
3645,163,11,73.4,78.37,69.13,3,334,0.5,9.24,11,1,0,2026-01-28 15:00:00
3646,163,12,44.1,79.07,69.41,1,61,1.0,9.65,11,2,1,2026-01-30 04:00:00
3647,163,13,60.3,65.3,67.83,1,66,0.0,-2.53,12,2,1,2026-01-31 05:00:00
3648,163,13,71.0,59.27,67.39,2,99,0.0,-8.12,12,2,0,2026-02-01 15:00:00
3649,163,14,34.5,58.47,67.59,1,73,0.0,-9.12,12,3,1,2026-02-03 11:00:00
3650,163,14,48.3,55.27,65.85,2,182,0.0,-10.58,12,3,1,2026-02-04 00:00:00
3651,163,14,38.9,51.27,64.97,3,282,0.0,-13.7,13,3,1,2026-02-04 05:00:00
3652,164,1,53.3,75.0,75.0,1,85,1.0,0.0,1,1,1,2026-01-08 13:00:00
3653,164,2,76.1,53.3,53.3,1,89,0.0,0.0,2,1,0,2026-01-09 11:00:00
3654,164,3,45.1,64.7,64.7,1,76,1.0,0.0,3,2,1,2026-01-09 17:00:00
3655,164,4,33.4,58.17,58.17,1,94,0.0,0.0,4,2,1,2026-01-11 04:00:00
3656,164,4,88.2,51.53,51.97,2,199,0.0,-0.44,5,2,0,2026-01-11 10:00:00
3657,164,5,66.6,55.57,59.22,1,57,1.0,-3.65,6,3,1,2026-01-11 19:00:00
3658,164,6,85.9,62.73,60.45,1,95,1.0,2.28,7,1,0,2026-01-12 01:00:00
3659,164,7,49.2,80.23,64.09,1,108,1.0,16.15,8,2,1,2026-01-13 11:00:00
3660,164,8,87.8,67.23,62.22,1,81,1.0,5.01,9,2,0,2026-01-15 02:00:00
3661,164,9,73.1,74.3,65.07,1,104,1.0,9.23,10,3,0,2026-01-15 15:00:00
3662,164,9,41.6,70.03,65.87,2,250,1.0,4.16,11,3,1,2026-01-16 18:00:00
3663,164,9,41.8,67.5,63.66,3,337,1.0,3.84,12,3,1,2026-01-17 01:00:00
3664,164,10,52.7,52.17,61.84,1,97,1.0,-9.68,13,2,1,2026-01-18 16:00:00
3665,164,10,85.3,45.37,61.14,2,172,1.0,-15.77,14,2,0,2026-01-20 01:00:00
3666,164,10,70.4,59.93,62.86,3,265,1.0,-2.93,15,2,0,2026-01-20 11:00:00
3667,164,11,76.7,69.47,63.37,1,99,0.5,6.1,16,1,0,2026-01-22 04:00:00
3668,164,12,41.1,77.47,64.2,1,93,1.0,13.27,14,2,1,2026-01-24 04:00:00
3669,164,12,81.6,62.73,62.84,2,162,1.0,-0.11,15,2,0,2026-01-25 01:00:00
3670,164,13,80.1,66.47,63.88,1,94,1.0,2.58,12,2,0,2026-01-26 05:00:00
3671,164,14,73.9,67.6,64.74,1,119,0.5,2.86,13,3,0,2026-01-26 17:00:00
3672,164,15,72.4,78.53,65.19,1,98,1.0,13.34,14,2,0,2026-01-27 03:00:00
3673,164,16,36.6,75.47,65.54,1,109,1.0,9.93,14,3,1,2026-01-28 16:00:00
3674,164,17,63.9,60.97,64.22,1,85,0.0,-3.26,13,3,1,2026-01-30 06:00:00
3675,164,17,60.8,57.63,64.21,2,189,0.0,-6.58,12,3,1,2026-01-31 19:00:00
3676,164,17,37.7,53.77,64.07,3,284,0.0,-10.3,12,3,1,2026-02-02 10:00:00
3677,164,18,74.7,54.13,63.01,1,70,0.0,-8.88,12,3,0,2026-02-03 08:00:00
3678,164,18,40.0,57.73,63.46,2,166,0.0,-5.73,11,3,1,2026-02-05 08:00:00
3679,164,18,83.8,50.8,62.59,3,236,0.0,-11.79,12,3,0,2026-02-05 16:00:00
3680,164,19,64.8,66.17,63.35,1,77,1.0,2.82,13,2,1,2026-02-06 00:00:00
3681,165,1,61.4,75.0,75.0,1,63,1.0,0.0,1,1,1,2026-01-24 11:00:00
3682,165,2,83.6,61.4,61.4,1,65,0.0,0.0,2,1,0,2026-01-24 20:00:00
3683,165,3,62.1,72.5,72.5,1,36,1.0,0.0,3,2,1,2026-01-25 06:00:00
3684,165,4,79.1,69.03,69.03,1,81,0.0,0.0,4,2,0,2026-01-27 00:00:00
3685,165,4,76.3,74.93,71.55,2,152,0.0,3.38,5,2,0,2026-01-28 15:00:00
3686,165,4,72.8,72.5,72.5,3,197,0.0,0.0,6,2,0,2026-01-29 11:00:00
3687,165,5,99.5,76.07,72.55,1,30,1.0,3.52,7,3,0,2026-01-30 10:00:00
3688,165,6,79.3,82.87,76.4,1,57,1.0,6.47,8,1,0,2026-02-01 03:00:00
3689,165,7,62.2,83.87,76.76,1,51,1.0,7.1,9,2,1,2026-02-02 00:00:00
3690,165,8,75.9,80.33,75.14,1,62,1.0,5.19,10,2,0,2026-02-02 17:00:00
3691,165,9,92.9,72.47,75.22,1,52,1.0,-2.75,11,3,0,2026-02-04 03:00:00
3692,165,10,78.0,77.0,76.83,1,30,1.0,0.17,12,2,0,2026-02-04 10:00:00
3693,165,11,51.0,82.27,76.92,1,52,0.5,5.34,13,1,1,2026-02-06 05:00:00
3694,165,12,100.0,73.97,74.93,1,53,0.5,-0.96,14,2,0,2026-02-07 10:00:00
3695,165,13,95.0,76.33,76.72,1,72,1.0,-0.39,12,2,0,2026-02-08 09:00:00
3696,165,14,58.0,82.0,77.94,1,46,0.5,4.06,13,3,1,2026-02-09 03:00:00
3697,165,14,45.8,84.33,76.69,2,139,0.5,7.64,13,3,1,2026-02-10 14:00:00
3698,165,15,82.2,66.27,74.88,1,30,0.0,-8.61,12,2,0,2026-02-12 11:00:00
3699,165,16,78.4,62.0,75.28,1,86,1.0,-13.28,13,3,0,2026-02-13 09:00:00
3700,165,17,89.1,68.8,75.45,1,55,1.0,-6.65,13,3,0,2026-02-15 00:00:00
3701,165,18,89.5,83.23,76.13,1,77,1.0,7.1,12,3,0,2026-02-16 09:00:00
3702,165,19,72.2,85.67,76.77,1,61,0.5,8.9,12,2,0,2026-02-17 18:00:00
3703,165,19,97.2,83.6,76.56,2,143,0.5,7.04,11,2,0,2026-02-19 04:00:00
3704,165,20,97.9,86.3,77.46,1,52,1.0,8.84,11,3,0,2026-02-20 17:00:00
3705,165,20,46.9,89.1,78.31,2,90,1.0,10.79,10,3,1,2026-02-22 09:00:00
3706,166,1,98.3,75.0,75.0,1,168,1.0,0.0,1,1,0,2026-01-17 22:00:00
3707,166,1,76.8,98.3,98.3,2,305,1.0,0.0,2,1,0,2026-01-19 05:00:00
3708,166,2,74.9,87.55,87.55,1,144,1.0,0.0,3,1,0,2026-01-20 06:00:00
3709,166,2,76.3,83.33,83.33,2,308,1.0,0.0,4,1,0,2026-01-22 05:00:00
3710,166,2,60.2,76.0,81.58,3,427,1.0,-5.58,5,1,1,2026-01-22 09:00:00
3711,166,3,68.2,70.47,77.3,1,151,1.0,-6.83,6,2,1,2026-01-23 13:00:00
3712,166,4,87.0,68.23,75.78,1,128,0.0,-7.55,7,2,0,2026-01-24 22:00:00
3713,166,5,37.8,71.8,77.39,1,137,1.0,-5.59,8,3,1,2026-01-25 11:00:00
3714,166,5,68.7,64.33,72.44,2,278,1.0,-8.1,9,3,1,2026-01-26 15:00:00
3715,166,6,40.4,64.5,72.02,1,109,1.0,-7.52,10,1,1,2026-01-28 00:00:00
3716,166,7,67.4,48.97,68.86,1,124,0.0,-19.89,11,2,1,2026-01-29 18:00:00
3717,166,7,34.0,58.83,68.73,2,291,0.0,-9.89,12,2,1,2026-01-30 21:00:00
3718,166,8,43.5,47.27,65.83,1,157,1.0,-18.57,13,2,1,2026-01-31 08:00:00
3719,166,9,51.4,48.3,64.12,1,138,0.0,-15.82,13,3,1,2026-02-01 01:00:00
3720,166,9,56.4,42.97,63.21,2,282,0.0,-20.24,14,3,1,2026-02-01 11:00:00
3721,166,10,40.0,50.43,62.75,1,134,1.0,-12.32,14,2,1,2026-02-03 05:00:00
3722,166,11,45.9,49.27,61.33,1,167,0.5,-12.06,14,1,1,2026-02-04 19:00:00
